url,urlCategories,urlCategories
http://1-search-engine-marketing.net/socks-proxies-search.html,ANON,
http://123url.org,COMM,
http://88bola.com,GMB,
http://9nagatangkas.com,GAME,
http://anonymat.org,FEXP,
http://anonymip.net,SRCH,
http://anonymise.com,FEXP,
http://anonymizer.egroups.com,GRP,
http://anonymousmyspace.info,MISC,
http://anonymousproxylist.net,COMM,
http://anonysurf.info,COMM,
http://answering-islam.org,MINF,REL
http://beritamuslim.wordpress.com,REL,
http://beritapanasselebritis.blogspot.com,PROV,
http://bolanaga.com,GMB,
http://bolauntung.com,GMB,
http://bolazoom.com,GMB,
http://bravo-pass.com,GRP,
http://ceritacerita.com,HOST,
http://ceriwis.us,GRP,
http://ceriwis.us/forumdisplay.php?f=127,GRP,
http://crito.jw.lt,FEXP,
http://danteam.com,BLGSERV,
http://dewajudi.net,MISC,
http://exmuslim.wordpress.com,REL,
http://fifabola.com,GMB,
http://forums.sawomatang.net,GRP,
http://indolucky7.com,GMB,
http://indonbodoh.blogspot.com,POLR,
http://indonesia.faithfreedom.org/doc/,REL,
http://indonesia.faithfreedom.org/forum/muhammad-bukan-nabi-t1901/,REL,
http://komiknabimuhammad.blogspot.com,REL,
http://kostenlose-toplisten.de,REL,
http://muhammadture.com,REL,
http://mupeng.com/forums/198-18-Tahun-Aza,HOST,
http://novel4u.com,PROV,
http://pass-fan.com/faq.php,GRP,
http://passvipclub.com,GRP,
http://profilselebryti.blogspot.com,PROV,
http://proxy-tool.com/proxy-list-sources/links.html,ANON,
http://rajatangkas.com,MISC,
http://remainanonymouse.co.cc,MISC,
http://taruhan.org,GMB,
http://theoldtigersden.com,GRP,
http://thequran.com,REL,
http://trulyislam.blogspot.com,REL,
http://uanon.com,GRP,
http://www.1costaricalink.com,COMM,
http://www.agenbola.com,GMB,
http://www.agent234.com,GMB,
http://www.asianbookie.com/ch/index.cfm?,GRP,
http://www.faithfreedom.org,FEXP,MILX
http://www.fotoartis.in,PROV,
http://www.gajahnungging.com,GRP,
http://www.heavens-lounge.net/lounge/,BLGSERV,
http://www.indoagen.com,GMB,
http://www.krucil.com/forumdisplay.php?f=5,COMM,
http://www.mahasiswaonline.info,FEXP,
http://www.ph-store.com,COMM,
http://www.smog.pl,PROV,
http://www.tech-faq.com/new-proxies.html,ANON,
http://www.tech-faq.com/proxy.html,ANON,
http://www.warungbebas.com,FEXP,
http://zheg.nastie.co.uk,GAME,
http://zixzaxteam.net,GRP,
http://www.vimeo.com,MMED,
http://vimeo.com/channels/artofnakedness,PROV,
http://vimeo.com/channels/artofnakedness/94949485,PROV,
http://vimeo.com/channels/artofnakedness/94949489,PROV,
http://vimeo.com/groups/nudiecutie,PROV,
http://vimeo.com/channels/nudiecutie,PROV,
http://vimeo.com/channels/nudiecutie/93394179,PROV,
http://vimeo.com/channels/nudiecutie/87387030,PROV,
http://vimeo.com/channels/beautifulnakedness,PROV,
http://vimeo.com/channels/beautifulnakedness/94786442,PROV,
http://vimeo.com/channels/beautifulnakedness/94755514,PROV,
http://www.asianbookie.com,GMB,
http://bandarjav.blogspot.com,PORN,
http://3gpking.com,PORN,
http://www.805bet.com,GMB,
http://sexsuals.com,PORN,
http://sexyfoot.com,PORN,
http://www.superfreexxx.com,PORN,
http://pasarbola2.com,GMB,
http://thetend.com,PORN,
http://www.answering-islam.org,FEXP,REL
